# Title	Platform	Format/Region	Language	ReleaseID	ReleaseType	FileName	BuildDate	FileSize	BigFileType	SHA256Hash
Blood Omen 2	GameCube	NTSC	English		Release	ep10		4419072	BloodOmen2BigFileGameCube	6E824B09BA457BA313FA499E9F9677F201532683226759029ED48CE95B9CFC8E
Blood Omen 2	GameCube	NTSC	English		Release	ep11		4281952	BloodOmen2BigFileGameCube	31C8AD74FC7DC6C576A22BD095E92B46DC1AE77BF0F82319015D51228702E2D0
Blood Omen 2	GameCube	NTSC	English		Release	ep12		2635392	BloodOmen2BigFileGameCube	B553CDF992BC2F76A17A35D1D7FF00D4A6D5DA2BEB4BC7F5E09380D7093B5B11
Blood Omen 2	GameCube	NTSC	English		Release	eternalprison_load		107104	BloodOmen2BigFileGameCube	F9274F09E93BFEFA972D1B1E3B20FF7E3DC195888AB18599E3D54C96D4540FCE
Blood Omen 2	GameCube	NTSC	English		Release	hc_01		5150336	BloodOmen2BigFileGameCube	9BA41129AABBAC7FA85F5293943BD335CFFC10D4D32EC43F0DCBC4F01AA46EE9
Blood Omen 2	GameCube	NTSC	English		Release	hc_04		4403232	BloodOmen2BigFileGameCube	79B5DD9AC92DAAC014B82B5AC8F83B1CCDDDBE2AE324871A7BD4800FB11ABE28
Blood Omen 2	GameCube	NTSC	English		Release	hc_04b		4868640	BloodOmen2BigFileGameCube	B28F0774A985D61885801818441EE7E3CD1424DBDA6B0A3932BFDDF9F4AC2936
Blood Omen 2	GameCube	NTSC	English		Release	hc_04c		3933472	BloodOmen2BigFileGameCube	515E84278B89B86C276494495BFDBA685BFC78C7B406A553EDBCDF781D07B670
Blood Omen 2	GameCube	NTSC	English		Release	hc_04d		2183648	BloodOmen2BigFileGameCube	367004CD43E55B39E9F3DAB04578DB8CA2172BBCE19CBC3A8C82B587537941CE
Blood Omen 2	GameCube	NTSC	English		Release	hc_04e		439808	BloodOmen2BigFileGameCube	8DA7FB034B831899AFA0E818FE84DECAAB65D4F6FE2128739616C1B54774B873
Blood Omen 2	GameCube	NTSC	English		Release	hc_04f		297664	BloodOmen2BigFileGameCube	704EDA44331476BAFF45425639E8247A965C42C98406035B20BC2ECC38CC2E53
Blood Omen 2	GameCube	NTSC	English		Release	hc_05		2530528	BloodOmen2BigFileGameCube	D19F5E8C8CDBF5343EA742055D90FD4211AEE136DE81AF307108C4E0B60867AC
Blood Omen 2	GameCube	NTSC	English		Release	hc_05b		2059520	BloodOmen2BigFileGameCube	AC6EEEF97B7225831CE8420667EE34D88AB3FFAC4181206AC721E9E44A85C295
Blood Omen 2	GameCube	NTSC	English		Release	hc_05c		3294144	BloodOmen2BigFileGameCube	104E11DD4A90F43E1D27A9E3518CDCE6F2E9EF604E3ED848CF2CD1FA10B41BEB
Blood Omen 2	GameCube	NTSC	English		Release	hc_05d		3839584	BloodOmen2BigFileGameCube	35EB253944DD2864B178188EAF21BAA4DFFE9EB9C5A9FA03953CBED858E9CAEE
Blood Omen 2	GameCube	NTSC	English		Release	hc_05e		3213408	BloodOmen2BigFileGameCube	23CF4B7F785A365068FDEFC43305DF4B2895D7592D10E38578850E1EB218B86C
Blood Omen 2	GameCube	NTSC	English		Release	hc_05f		4319232	BloodOmen2BigFileGameCube	41B41CB6353D6F3DADC22031C99A92BEF1CE734C2D405BBFEBD844664DA67F19
Blood Omen 2	GameCube	NTSC	English		Release	hc_05g		1849472	BloodOmen2BigFileGameCube	F561C773E3B8F6853E53DC7CA8AF330A15895FCBCA458476EDA60A8735D2D9BD
Blood Omen 2	GameCube	NTSC	English		Release	hc_06		4046464	BloodOmen2BigFileGameCube	5DBE2A218DA648E818ACFD3412A4D832706B866BD18DBF9FFCE4E10BCE3DB72F
Blood Omen 2	GameCube	NTSC	English		Release	hc_07		1593888	BloodOmen2BigFileGameCube	29B1E99969FAB5DEE6060728D90223782C14177AD4DC11E55C0AD2FDCD3306CC
Blood Omen 2	GameCube	NTSC	English		Release	hc_10		4077120	BloodOmen2BigFileGameCube	27DFDE582B95E4DAAD2031584FF97DD68E3257E04ACAF1E4DE4388F1BA07A450
Blood Omen 2	GameCube	NTSC	English		Release	hc_music		491968	BloodOmen2BigFileGameCube	FDA8EBA0D2E48080CF0C10365D625F3F5E36133A2CFCFC38E48ED814AD8157C3
Blood Omen 2	GameCube	NTSC	English		Release	hc_weapons		107648	BloodOmen2BigFileGameCube	8A43D7CC8E3B82B098B8583C230A14BCA0F3C0A9FC8DF320584D3071248036CC
Blood Omen 2	GameCube	NTSC	English		Release	hubworld		575616	BloodOmen2BigFileGameCube	20BCF44011E226F7F073617AD2118B45698EA014E0BCDB8ED04EADC507986D41
Blood Omen 2	GameCube	NTSC	English		Release	hylden_load		144832	BloodOmen2BigFileGameCube	A070EF3D8F8697FD909A4CE5315207DFEEF5EA16FC62E7F37CF24C8B12B8F9FA
Blood Omen 2	GameCube	NTSC	English		Release	industrial_load		111936	BloodOmen2BigFileGameCube	59335C7DD15C841ABC58D67BD8D60A62A834264AB6E01F244C646B82D1871226
Blood Omen 2	GameCube	NTSC	English		Release	iq_01		4370272	BloodOmen2BigFileGameCube	6E6F74AF71222C4461D060A7D20E03583ABD96AF50310ECD9752E26E37BBE5FE
Blood Omen 2	GameCube	NTSC	English		Release	iq_01a		3535680	BloodOmen2BigFileGameCube	79BA3E34259FE334AE8ABF143838EADCEA97EB72EB07529DA9ED672E3A8CEF9C
Blood Omen 2	GameCube	NTSC	English		Release	iq_02		4223872	BloodOmen2BigFileGameCube	8F72363DCE1A176879ABDB1A2E6C564784179203094149F4A8E1AE3F573DCC37
Blood Omen 2	GameCube	NTSC	English		Release	iq_03		4809600	BloodOmen2BigFileGameCube	8E1474088AE807784519B2E8728E9F1BC28684E057BB8C67948BC7963C52242B
Blood Omen 2	GameCube	NTSC	English		Release	iq_04		4058176	BloodOmen2BigFileGameCube	2E6D81290BF0C43659363402DC1B718109DABDD14C87AADA3374ADD7EB18CD51
Blood Omen 2	GameCube	NTSC	English		Release	iq_05		4354304	BloodOmen2BigFileGameCube	313BF74D560219274486D0AA9B3A17EE7E599BBEE0F2F317A74904821A28B696
Blood Omen 2	GameCube	NTSC	English		Release	iq_06		2615648	BloodOmen2BigFileGameCube	AFAFCCE095CF44FC151F5C6890BA841F520DAEC1950599589F707A9B1F9D38D1
Blood Omen 2	GameCube	NTSC	English		Release	iq_07		3551104	BloodOmen2BigFileGameCube	C14907399A4D3D7986FA873AB209CFD3FF52147D2FB434CE42132F7FE4E5ACC2
Blood Omen 2	GameCube	NTSC	English		Release	iq_08		4575616	BloodOmen2BigFileGameCube	095A2E2895EF49A6B303A63053CE29F14E82186F8EE998B088DAB82671E2EB4F
Blood Omen 2	GameCube	NTSC	English		Release	iq_09		2943392	BloodOmen2BigFileGameCube	17A46E23631AB615B811CC0AC54565925D8EE9E53B24BC30AA8F3723C1B53D92
Blood Omen 2	GameCube	NTSC	English		Release	iq_10		4897216	BloodOmen2BigFileGameCube	A916B7C72E7A5A3E9F6DA9C5CD109D1D60AB4061F7412594601F7B4710F9762F
Blood Omen 2	GameCube	NTSC	English		Release	iq_11		5134944	BloodOmen2BigFileGameCube	B64BB1F6F862E42C2D786B7ACD95F783C79D15091D71F8D7A8CCBFFE0D936D8A
Blood Omen 2	GameCube	NTSC	English		Release	iq_12		4834912	BloodOmen2BigFileGameCube	4E85181A32F57E58066D50003C4AC4086CE0D1BF852F5A4248A6C2ACC403ED61
Blood Omen 2	GameCube	NTSC	English		Release	iq_intro		3117856	BloodOmen2BigFileGameCube	4D11ADAAFC9C529A6FF7FB5B61063E964372DBB7232D32CD6E2930E01C8D994E
Blood Omen 2	GameCube	NTSC	English		Release	iq_music		437504	BloodOmen2BigFileGameCube	37722F1644366ECD35EAEA247B7B06ABBA96694F406BD9BED887C8FCDB394457
Blood Omen 2	GameCube	NTSC	English		Release	jvarena		2975072	BloodOmen2BigFileGameCube	216255B2B3339316256F3F12D6D651CB21A7B98CC418E5C054C36F29530AE4BD
Blood Omen 2	GameCube	NTSC	English		Release	jvarena01		1778784	BloodOmen2BigFileGameCube	EF8DF5D0404FE707CE6C910FBFCE27C16F41AA4DC2A52133D338D1B391F66F87
Blood Omen 2	GameCube	NTSC	English		Release	kain		2570080	BloodOmen2BigFileGameCube	D72165D1AC55BE4E3395D575C7B1EA56C30309547CFA7807D3AFBD3389132EB0
Blood Omen 2	GameCube	NTSC	English		Release	kainc		2556128	BloodOmen2BigFileGameCube	A69C0253889C727221EB062B45872221304703110AD624E7AE9D00F2F518F922
Blood Omen 2	GameCube	NTSC	English		Release	kaind		2559584	BloodOmen2BigFileGameCube	8F45F919ED95782CFA59FA5E27B0C7A8DED34C486715876C0D83C58B736DD40F
Blood Omen 2	GameCube	NTSC	English		Release	kaine		2573600	BloodOmen2BigFileGameCube	EF6F082C6F6DD2C63862202F9F36348486B7E263C638E344A4D08D57A42BD5E4
Blood Omen 2	GameCube	NTSC	English		Release	kainf		3451072	BloodOmen2BigFileGameCube	37662363B42838BFBCEB0C5D93762FEAC0530EBED98FDE7DD806969FF5B44EFD
Blood Omen 2	GameCube	NTSC	English		Release	kainmeetsvorador		1003360	BloodOmen2BigFileGameCube	BB3D877283F4CAC254B31DEF7911965538980C35E7173F26AEBE3B14C7DF2AB7
Blood Omen 2	GameCube	NTSC	English		Release	kaintakesumahtosanctuary		817440	BloodOmen2BigFileGameCube	B7773FC4D989A7DC1F9DC8C17C1664D4CC97BB25B87229CBBE48CBAAAF639EE1
Blood Omen 2	GameCube	NTSC	English		Release	keep_load		149984	BloodOmen2BigFileGameCube	219A0F3932DD0EFC573B0D260A1014212C15D5AE8D28D95836F9F295A4EAB1DF
Blood Omen 2	GameCube	NTSC	English		Release	lc_music		418816	BloodOmen2BigFileGameCube	53DD8C7AB61AC617D9CCA49416E9455A767916A60A942D335AC4A907D910ED34
Blood Omen 2	GameCube	NTSC	English		Release	lc01		6145376	BloodOmen2BigFileGameCube	85B970E7DAD3403B9B0D6A715AEE499E2EA77D076EA5F2D307B8E56595FDF21B
Blood Omen 2	GameCube	NTSC	English		Release	lc02a		4300576	BloodOmen2BigFileGameCube	D5A7505C4C0AA2526E4C59DBB7193BFBC5FA0638481091BC88C43F623449E920
Blood Omen 2	GameCube	NTSC	English		Release	lc02airlock		2386048	BloodOmen2BigFileGameCube	53A5D74F3F1AC48C8ED6BA99375E98A587FE3FBBC40D7D9BB360CEC9216B9CF0
Blood Omen 2	GameCube	NTSC	English		Release	lc02b		4703168	BloodOmen2BigFileGameCube	FC0CEB389C42E2D726F70E82F0DB000FCCF69691F18B9AE44A8166496BB67784
Blood Omen 2	GameCube	NTSC	English		Release	lc03		3357696	BloodOmen2BigFileGameCube	A576FC59E8895CABED9F3B2CC08D8C88B7F5BA3720F0AE6DA86CFC4C6C6D9A6A
Blood Omen 2	GameCube	NTSC	English		Release	lc04		2902432	BloodOmen2BigFileGameCube	C8FFFBC6097053E405DAC1685FB5396470B490316DD7BDFBF020387CD83A6D56
Blood Omen 2	GameCube	NTSC	English		Release	lc05		4994592	BloodOmen2BigFileGameCube	0FAB2619C19E00355E006BAE0FBFE6AE7A4F986E07E4FFFC24BA784407851496
Blood Omen 2	GameCube	NTSC	English		Release	lc05a		7552608	BloodOmen2BigFileGameCube	D37706F941B3DA25D87F5CF7DAD09A1266B94D95F38E446D7EB4BF89609C8D91
Blood Omen 2	GameCube	NTSC	English		Release	lc06		4081664	BloodOmen2BigFileGameCube	DB3AEF587B46AD85CF8CDDBEA7EC8F6413C5026DBEC8DCB0086296F792CD8210
Blood Omen 2	GameCube	NTSC	English		Release	lc07		4388960	BloodOmen2BigFileGameCube	076253F1BAF3BBB0CA148F7762D5C69D81FC06BB2EC187D545F096094A14CD5F
Blood Omen 2	GameCube	NTSC	English		Release	lc10		1869632	BloodOmen2BigFileGameCube	6DEDCBCD4258D3F24FC10A1BF49D71FCC0AAA09E0C9C2C4EDA54FC5E99B85DAA
Blood Omen 2	GameCube	NTSC	English		Release	lcsky		132992	BloodOmen2BigFileGameCube	E4293C2CD37B044863393603DD48E51FA707B5B9F8A09555BA45A0B7B72F80D4
Blood Omen 2	GameCube	NTSC	English		Release	lowercity_load		138752	BloodOmen2BigFileGameCube	D90DFE7BEA666ED8773A60A1448F7C2BDE846DCC9A2BCABEADEB904D30E55464
Blood Omen 2	GameCube	NTSC	English		Release	mainmenu		815520	BloodOmen2BigFileGameCube	83D7216056BF371C07EBA850C80C2E6EC77B853262FE274D70B605EEBAD229A6
Blood Omen 2	GameCube	NTSC	English		Release	mainsky		222048	BloodOmen2BigFileGameCube	FBBBE92695D2C2A21D790C83F009C92F82E80308AF572BAD3CEF76013CB66958
Blood Omen 2	GameCube	NTSC	English		Release	mvarena		3460224	BloodOmen2BigFileGameCube	3541301FD275B5C1FF7F40EA14F198DC09B0805347FC7267C0C0FC65DDC5CA2B
Blood Omen 2	GameCube	NTSC	English		Release	precode		53024	BloodOmen2BigFileGameCube	25E57FF72FB0D973148461A3E2A65CCE8FB57539811EF671BEDD614D8945B6EB
Blood Omen 2	GameCube	NTSC	English		Release	RKV		463575040	BloodOmen2RKVGameCube	15A17F34C717C1731D662C4BC16389BDA562249FB54BDAE8141B04F16A7A9979
Blood Omen 2	GameCube	NTSC	English		Release	sanctuary		1546048	BloodOmen2BigFileGameCube	3B1D6954E7D3742D5C5E35345ECC4EC5DDDD74B3EEBB383EF6C1D78D174B2E74
Blood Omen 2	GameCube	NTSC	English		Release	sanctuary_keep		557568	BloodOmen2BigFileGameCube	22E21470051A8AF161E3E8D4433CE7D8560D541DDBCD1CF1BE55F4187742B910
Blood Omen 2	GameCube	NTSC	English		Release	sd_music		403328	BloodOmen2BigFileGameCube	6D22E7C630ECFD8D507B3A95F64B9D644F88AFCEBF87051AF2AC5D2EB0C18A89
Blood Omen 2	GameCube	NTSC	English		Release	sd01		4616640	BloodOmen2BigFileGameCube	231BC86417EDEC6B1A015322265852045BDCDD4A29A402AC8E6D2AB41E35A64C
Blood Omen 2	GameCube	NTSC	English		Release	sd02		5500800	BloodOmen2BigFileGameCube	5EE2038DF706CE2073511F37A6C2BBD1690E3E3E9DAB65DC8DF3821C2837AE15
Blood Omen 2	GameCube	NTSC	English		Release	sd03		5522176	BloodOmen2BigFileGameCube	A9573E62FEF2496356DBE3F438F1756ADF6B4E863E335B727A8E8751031765E8
Blood Omen 2	GameCube	NTSC	English		Release	sd04		5642752	BloodOmen2BigFileGameCube	F6484692D6048BE1B389DD64D65DE7EEFA8855490DA819297E3DC82717CED723
Blood Omen 2	GameCube	NTSC	English		Release	sd05		5362624	BloodOmen2BigFileGameCube	369E9450FD64E8185FE1C7C5ED07C335D22CF615B25FA8CF50AB17C7034D559C
Blood Omen 2	GameCube	NTSC	English		Release	sd06		2382240	BloodOmen2BigFileGameCube	08704CD932B66DFC141D17ABA10BA7FE202C148BEDBBB41932D9E17D1D62D207
Blood Omen 2	GameCube	NTSC	English		Release	sd07		4850720	BloodOmen2BigFileGameCube	49C6CAFB9799D67E86EA5033C3210035D1DD7C12F5A9D252948BCF139C2429AA
Blood Omen 2	GameCube	NTSC	English		Release	sk_music		585888	BloodOmen2BigFileGameCube	C7B666931CC274ED59D22D77D737726C1797D21E6067A973FC064300761B245F
Blood Omen 2	GameCube	NTSC	English		Release	sk01		4627264	BloodOmen2BigFileGameCube	2F519187FD0AC7DDB6D15728D5A19D88CE0106E6BD5BF1045542F60BD2BD74F8
Blood Omen 2	GameCube	NTSC	English		Release	sk02		3791776	BloodOmen2BigFileGameCube	689D544810AFBB7F0DD578A1DCE8BC83B92FA9F29C6D8A76E44568A9F2874661
Blood Omen 2	GameCube	NTSC	English		Release	sk03a		4206432	BloodOmen2BigFileGameCube	AB35FF03E34D9563118F84239ABFCE3317B58BE15F6EA04EB576CC4964C1B256
Blood Omen 2	GameCube	NTSC	English		Release	sk03b		4183424	BloodOmen2BigFileGameCube	D446D35FC2F32E1E07B69DB877AD962323FB43EFF2E4D629512B18374E1C10FD
Blood Omen 2	GameCube	NTSC	English		Release	sk03c		3786144	BloodOmen2BigFileGameCube	58AB43050D10AC822C112CB2EBA98B744708E587B9BEE555A21AB7C58E1E7835
Blood Omen 2	GameCube	NTSC	English		Release	sk04		2005888	BloodOmen2BigFileGameCube	957F59FB6FCE537488ABAA12BEEA0405EF240D836B31817298716C764C9C19F5
Blood Omen 2	GameCube	NTSC	English		Release	sk05		5507968	BloodOmen2BigFileGameCube	8F8D03FA287301A272E41E688835C141C711C69727A4AC1DB00B532C38AC692F
Blood Omen 2	GameCube	NTSC	English		Release	sk06		4096224	BloodOmen2BigFileGameCube	2851FCC3D3C6B31210DE8F866461272A8E1D11854E76F5E9942B900901773A38
Blood Omen 2	GameCube	NTSC	English		Release	sk07		6035616	BloodOmen2BigFileGameCube	1745EB3EBC5F1DF411447B0ADAA85CF2B8EB2B704DF169A6EC2CBB5BD77D972B
Blood Omen 2	GameCube	NTSC	English		Release	skies		298432	BloodOmen2BigFileGameCube	0CA085C6261D0C9EEF27A3AC8BDEF2C4AFB6470A3EE8BC44C9B8191323CD6932
Blood Omen 2	GameCube	NTSC	English		Release	sl_music		408704	BloodOmen2BigFileGameCube	B78D0333E04830C32CF46923F2AB9042F724FD86B40A6A754A70F69BCDFD6836
Blood Omen 2	GameCube	NTSC	English		Release	sl01		5357056	BloodOmen2BigFileGameCube	92F9F7C94B8A288EBDD4ADD272ED8CDB194E99DB71CD011467449715884AC15D
Blood Omen 2	GameCube	NTSC	English		Release	sl02		3916256	BloodOmen2BigFileGameCube	DB27FF8AAB7760D1F80FB4D49F3C5C99367ABAD6E060B25C7D0F04FBAC766094
Blood Omen 2	GameCube	NTSC	English		Release	sl03		4945952	BloodOmen2BigFileGameCube	1ABC34981EF6613E387BC9590C4F6B99C44E66918F07E21C8CCB61D4C758E751
Blood Omen 2	GameCube	NTSC	English		Release	sl04		3955360	BloodOmen2BigFileGameCube	262D5AE6DA3F30E5DECA66412695D6AD4438A0450F8BA9EDF51E1D4D38615D71
Blood Omen 2	GameCube	NTSC	English		Release	sl05		4885344	BloodOmen2BigFileGameCube	2E1F13FBB21130861743B172C85FF2297D56ACB3E24DF510AF76E92831EB2E58
Blood Omen 2	GameCube	NTSC	English		Release	sl06		4248672	BloodOmen2BigFileGameCube	E0B7918124F1CF2A7F3F5CA40D1DC2F31BC4A851573BD58D0D5E1EC61A3FC275
Blood Omen 2	GameCube	NTSC	English		Release	sl07		4918304	BloodOmen2BigFileGameCube	49FCD70FC9A69B21FCB3FAA3AAC5F795F86ED55B142A8A9EF436AED1E4960E14
Blood Omen 2	GameCube	NTSC	English		Release	sl08		5648704	BloodOmen2BigFileGameCube	6426CAEB7620572546FB8589E753F48EF83940CBF451BC7A40575CF43A9CC0D9
Blood Omen 2	GameCube	NTSC	English		Release	slarena		3421184	BloodOmen2BigFileGameCube	E6516A6D612FA5E2F8BE7D5C2E35D5E1960E94E5C0DACC3E0097778115C14D56
Blood Omen 2	GameCube	NTSC	English		Release	slums_load		144128	BloodOmen2BigFileGameCube	E1101FA0DABD0AB913D2E90D2BF68FE249C274396E21D37835192198CFD0435C
Blood Omen 2	GameCube	NTSC	English		Release	smugden_load		141696	BloodOmen2BigFileGameCube	617DDACE6C78DD3680173E80365608D5B827497A4083E46B5DF6105AF9C4D0C3
Blood Omen 2	GameCube	NTSC	English		Release	smweapons		1115520	BloodOmen2BigFileGameCube	F3D173932B5ADC8401CD4ECDAF1DB8944DC9F85154697A30E69BD31EE93D93FC
