#Title	Platform	Format/Region	Language	ReleaseID	ReleaseType	FileName	BuildDate	FileSize	BigFileType	SHA256Hash
Blood Omen 2	PC		English		Release	lc10		4407048	MadDashRacingBigFile	3DFB977D6CCCCDF853EEF6AC084821E1AD65D8D8BF32C17D0D55DF8203969F89
Blood Omen 2	PC		English		Release	hc_07		4426632	MadDashRacingBigFile	6EFAA05E989C9FF110B1FCAFC662BB36E1928F4C1E74CEE1BF97A57149785FC5
Blood Omen 2	PC		English		Release	jvarena01		4743848	MadDashRacingBigFile	22FF30CBEAA98F710067742A3FF8BA9DB13753378E94EFA02EC8648A95EB25FB
Blood Omen 2	PC		English		Release	sk04		4989144	MadDashRacingBigFile	538D7B009808E2CBBECE944FB21E5DEFDD7DFC3DBF05DC19480EC54D83A5E723
Blood Omen 2	PC		English		Release	uc07b		5006904	MadDashRacingBigFile	FCD0A0305872DD0FCBF50727AAE2E573751C5802883D8E6BE94D1C905EB195F6
Blood Omen 2	PC		English		Release	sd06		5024756	MadDashRacingBigFile	DA72C43ADD662C84BAB407028E92BD6DCEC1D12C5F75C024CD0792F210F49CF1
Blood Omen 2	PC		English		Release	kainc		5041448	MadDashRacingBigFile	0B7F988AA8D073764F47A5135B234DA2E12DE6A36FAEB5010194EAE573030A3E
Blood Omen 2	PC		English		Release	wh08		5044952	MadDashRacingBigFile	1C962F2EC9A3D43C4F6B713EBD84995AF86948BBFCA38C5D08CC9772B620B403
Blood Omen 2	PC		English		Release	kaind		5053784	MadDashRacingBigFile	825259BCD70A3E8B5D1155E535E0154E4965E2A7398054EA6FEA50B5400F99BF
Blood Omen 2	PC		English		Release	kaine		5058872	MadDashRacingBigFile	8B6A88B2D81BAFBD7CD2CDF163C27FB687C76119DF5516C2A424E0773F4599F2
Blood Omen 2	PC		English		Release	kain		5061048	MadDashRacingBigFile	9AA9D122B5557BB9BACCBD530BE6F0429A4CB1422C079A255C9563FA306E1737
Blood Omen 2	PC		English		Release	hc_04d		5102184	MadDashRacingBigFile	98743F6BC6139A206D0329EB2BBF47CB72873F91D32429DCBB3E020ED33A3892
Blood Omen 2	PC		English		Release	wh10		5380408	MadDashRacingBigFile	971DB1D71EB771BCA8F135AF93AF97DFABAC8CCA80060C1A9C9C39E187A29184
Blood Omen 2	PC		English		Release	lc02airlock		5382228	MadDashRacingBigFile	FA8E801E277ED6A7E3032821C277F8F6B93538D474B7131984E5909C90B71AB9
Blood Omen 2	PC		English		Release	dv10		5655000	MadDashRacingBigFile	5B69142AFA4482C328456B5DFBE02074D0418CD44CF24506E4D7A81C193A4C54
Blood Omen 2	PC		English		Release	devicesanctuary		5693928	MadDashRacingBigFile	547EC1B9A4BFE62FA0E7AF2235AEAE2C7F0C12C99F22C7A57D02BEE1D48FF753
Blood Omen 2	PC		English		Release	iq_06		5788652	MadDashRacingBigFile	25DC2BB6FE257E33AB1B3D7B837CEB37A3EAA6DFB50D65C679FC283FF52BB21C
Blood Omen 2	PC		English		Release	hc_05		5963156	MadDashRacingBigFile	9A648871A0A0F28C0D56F68C184AB3EB446DB1BD1AAB9A95038FC991C155DBCA
Blood Omen 2	PC		English		Release	dv01		6062344	MadDashRacingBigFile	AF34C322AFFF8EBE8BC8409C3C98941E5270DC1BA92F0F6DE03166E6059A5B18
Blood Omen 2	PC		English		Release	iq_09		6085612	MadDashRacingBigFile	5AC6718FBDDE114EEA79DAAB185616839443DD56CE965AE3E57361AD15882C6C
Blood Omen 2	PC		English		Release	lc04		6111860	MadDashRacingBigFile	43A393EBF6547919E81537150AD6D4C9A0487A93E36A0AF09EC6F1C30B927F78
Blood Omen 2	PC		English		Release	kainf		6142896	MadDashRacingBigFile	488F9327A26B723D3D8C7625E54263E31F2E5AC4DA0A94C5BFA9062459ABB0CF
Blood Omen 2	PC		English		Release	wh12		6429668	MadDashRacingBigFile	FA67CBF2541E8ADEBC04581F32F633F8BF7D32119078AABF1B9DB85BC6D541F2
Blood Omen 2	PC		English		Release	uc06b		6438220	MadDashRacingBigFile	417081AF0AEA4B0198B13B9D99831E77C808C76AF05AC1AE7C7A1309294AE327
Blood Omen 2	PC		English		Release	ep05		6643480	MadDashRacingBigFile	A4BAA6874F2C8141016DAAAF9649A118623602D6769630E1A9E53C043AC4B926
Blood Omen 2	PC		English		Release	iq_intro		6792768	MadDashRacingBigFile	A2D153383281E38FA02109B40E3C2FE4F309BB8A889D6DC8DB644991796CB2F4
Blood Omen 2	PC		English		Release	wh03		6795460	MadDashRacingBigFile	AADFDCD8FCF9F74B6E5402B36B50D56067755BB046A2D69592B374DD2F6A8E82
Blood Omen 2	PC		English		Release	hc_05c		6809412	MadDashRacingBigFile	867191E1656E7D34521F862A211D69A599690754AB82BB24221FD31568700328
Blood Omen 2	PC		English		Release	hc_05e		6822844	MadDashRacingBigFile	32F593A0F7F3FEB09F717187F0152CF09E914F5CE437394692C2636AF654D4DF
Blood Omen 2	PC		English		Release	ep04		6836396	MadDashRacingBigFile	C8B10D0C610166BAB4F10CF2030380C3E3A5C18CAD121EB41FDC4CE758FF8058
Blood Omen 2	PC		English		Release	ep12		6906604	MadDashRacingBigFile	EC24E25CF9EDFF6C3F85C785343CFFEDE24D8139DB052123144A0DD3315F575F
Blood Omen 2	PC		English		Release	cy04a		7108524	MadDashRacingBigFile	A4F0676EE1D36F92EF608CD3A7125CF61122DB1F61F4736D3E0D097B0525B228
Blood Omen 2	PC		English		Release	iq_01a		7188764	MadDashRacingBigFile	39E5C390B2AD5DDE640FE42639A3DC014C513711D394096F2D49CC854C609B40
Blood Omen 2	PC		English		Release	uc04a		7486344	MadDashRacingBigFile	B556380CBFC87E6DB1905B4E0C11E4D351E23621508ED655BC2BF6774C0D6DE4
Blood Omen 2	PC		English		Release	cy07		7847896	MadDashRacingBigFile	3BD1BAAE2B481472CBD86E203462877A18D7FFC9F2427CE68510B2E12802A4D1
Blood Omen 2	PC		English		Release	cy02		7939628	MadDashRacingBigFile	FDC74BC27FA6FBAC43455C85C07DACCE2B34B6C50137E045DF0988E7732AECC7
Blood Omen 2	PC		English		Release	lc03		8001848	MadDashRacingBigFile	6D23847B6D8FDC0754C94A5579B2576531645DD14F40BA6639062DE750890E29
Blood Omen 2	PC		English		Release	jvarena		8144520	MadDashRacingBigFile	80CE4D34C88B0E09437186914501BFAE9FA2374DFF14FE934A5E46D2BAF810A7
Blood Omen 2	PC		English		Release	uc03b		8191160	MadDashRacingBigFile	5353A6E11481483C9C79DD72218D230BB31ACF80A2B2AF8053FB6D0A4CFEDCBC
Blood Omen 2	PC		English		Release	lc06		8212592	MadDashRacingBigFile	B3F9EA32B10AF624F305227253BBF3B38591917B8D9213F422E31072DBE03CF5
Blood Omen 2	PC		English		Release	cy03		8251392	MadDashRacingBigFile	70462D0CB1D508468A3C08F7E981EF3BC1912C42773F4094038F9AB41C865FAD
Blood Omen 2	PC		English		Release	sl02		8395416	MadDashRacingBigFile	D7424E3FB100D69F2EC742DE1868B0C81DEF9968F4E10D8EA72BAD18A59A2722
Blood Omen 2	PC		English		Release	slarena		8452556	MadDashRacingBigFile	CE487D16F438735C2CE096DC88468D66C3BDA9861035053C1CF10C20444891DA
Blood Omen 2	PC		English		Release	uc01b		8723540	MadDashRacingBigFile	868A8F2D9CEDD1BC83FEA19BA698C837C3CE88EAE7E740CC3DA3A5A565FD66B1
Blood Omen 2	PC		English		Release	hc_05f		8792752	MadDashRacingBigFile	980B37A45D9667E4FBEE7AD85442EB8815C47EEDFA4DEA19A96DCBDDB85466E6
Blood Omen 2	PC		English		Release	hc_05d		8813540	MadDashRacingBigFile	731D02455591A28AF9D0231CE3DD0E28EE09D72B3A14ACF749E7DA814B1DF2B7
Blood Omen 2	PC		English		Release	lc07		8876556	MadDashRacingBigFile	1E089BCF663180BC613431282487ED67C2302EDB7EC3F5B2793E428180EEDD06
Blood Omen 2	PC		English		Release	lc02a		8969664	MadDashRacingBigFile	6F13D10D2A6C786339B9ECB2442F4BF7D347735FEA13DD84BB19011B8F867112
Blood Omen 2	PC		English		Release	dv02		9012928	MadDashRacingBigFile	7FF7E78E09356C3CD1683D02892B29D3EA4A49CCD0E8A95074A8E53C05FB0E87
Blood Omen 2	PC		English		Release	sk06		9018804	MadDashRacingBigFile	B115F03AD9BF68A6562A0C703599B5B6D72F8E186C2C8ED57CAC0D551EAA9882
Blood Omen 2	PC		English		Release	sk02		9023732	MadDashRacingBigFile	803C9DD44110AAE2F32C71ECD77A5E55179CFF1F9746A744B71C1AF29C536B49
Blood Omen 2	PC		English		Release	iq_01		9053888	MadDashRacingBigFile	B1067C1E972CD023E3F27EE9784DCD13A378AA2491BD0D220922871883BA64A7
Blood Omen 2	PC		English		Release	hc_04c		9107020	MadDashRacingBigFile	DFDFF72AEADCB67BF9EC1AAFB1315B0ACD2F3EEB8403EC99C71574E1FF728B50
Blood Omen 2	PC		English		Release	iq_07		9141644	MadDashRacingBigFile	17F54848D4343C2964E3EC16CD3A078F8BE8939E89F134C56E9E81358DC39C3D
Blood Omen 2	PC		English		Release	sl04		9179312	MadDashRacingBigFile	BD173AC8D79E09DC0E755EAAE263364FC47690ABDF7B747EA20693A5F4903C1B
Blood Omen 2	PC		English		Release	uc07		9187908	MadDashRacingBigFile	C259AD77A1F98CEF0905B3CCB3CF2C443990530416BC89D096AE1BBA489F015D
Blood Omen 2	PC		English		Release	hc_06		9266592	MadDashRacingBigFile	C278D7FDAC3C3EF08A4712424BA3A72EC4ADE97B4B4C070172DB2D42BADD54B1
Blood Omen 2	PC		English		Release	hc_10		9269384	MadDashRacingBigFile	B5EB2217E90D740577BDBE9513C08D9225E350EC7E8D8940C16F20A0C3B9E87B
Blood Omen 2	PC		English		Release	iq_05		9350620	MadDashRacingBigFile	1601BE48012C0120FFB291D1F77ECD7C60456E993C255A93F9E88A266554CA48
Blood Omen 2	PC		English		Release	iq_08		9502480	MadDashRacingBigFile	E3E40E5727FE64033252877944F468F59FE7C378C6C07BAA74F7B5AACA4761E1
Blood Omen 2	PC		English		Release	wh11		9597972	MadDashRacingBigFile	8EC7164D6171565BE18D4E0E2DE8B7D8A4656455AADF72ED4D6E06C60A9D52A7
Blood Omen 2	PC		English		Release	cy01a		9608412	MadDashRacingBigFile	B3ADC8A9FF358EC0E572F4DA58164F210548E834BA2F9BE27CBDE283A6F75C89
Blood Omen 2	PC		English		Release	sl06		9615792	MadDashRacingBigFile	57F5105C80EAA9AD34355E20832664E9B3B71EC83BE458B2CB0F07D13BAE89CA
Blood Omen 2	PC		English		Release	ep09		9680404	MadDashRacingBigFile	C36A995EA03C9E7C3D2400F842C1572BAC81FE2A62B597236B36439006DFA842
Blood Omen 2	PC		English		Release	sk03c		9747864	MadDashRacingBigFile	135867717C6237F4753FC8D5544102728804455B30F5C3582D9E8F764510BC61
Blood Omen 2	PC		English		Release	iq_02		9765228	MadDashRacingBigFile	D9789AD3D40435247CF15740E2662486394EFF646BD7677E4579093E67AD3CA8
Blood Omen 2	PC		English		Release	cy04b		9777424	MadDashRacingBigFile	0EC476A7001636D30BB17BF876245A250DF3FEC63846F417D40115462550B3B1
Blood Omen 2	PC		English		Release	sd01		9867108	MadDashRacingBigFile	C3B61573C5FF7B1302B05B56E4051D0F9EDBCA7AD2A05F9C44172E8DDD67DC47
Blood Omen 2	PC		English		Release	ep01		9961248	MadDashRacingBigFile	B8E24735AE2FB45F255BD2284425F5B37340D249ADE9DE03B2939F6F384F2BB0
Blood Omen 2	PC		English		Release	iq_10		10059820	MadDashRacingBigFile	7F25A03CBC12B69DA2E63B2517A9546769D4787F7D31AFEB7303F87249D4D0D7
Blood Omen 2	PC		English		Release	cy02a		10098608	MadDashRacingBigFile	0CF261AAA32E135A70E0B9B512AE779FA8A163C6E5E50D4CA5E87631BB65C405
Blood Omen 2	PC		English		Release	svarena		10129528	MadDashRacingBigFile	68D5FCD020DBEA704CD0189F0046B24C1D551ADADFBC2D4935EF5A3C09BB2803
Blood Omen 2	PC		English		Release	uc02b		10241976	MadDashRacingBigFile	577DB8ECBD4846E426AC89E8467CDC6CCCED7B0A677E50762BCBE44D0A1992AB
Blood Omen 2	PC		English		Release	hc_04		10371524	MadDashRacingBigFile	8126B1D08BAA3C252D50E31AE2C32962F98F2F83CBD8F5FC45D0FD69331E07EC
Blood Omen 2	PC		English		Release	lc05		10374624	MadDashRacingBigFile	D9FA68AE12D9D379FD233A98DE760F17D2C35E4E1C5615F37AF332A4B5CB48B3
Blood Omen 2	PC		English		Release	wh02		10386592	MadDashRacingBigFile	5C901AC80936C2AA941907080D18483768939E152F22AFA611314EE0D9B90611
Blood Omen 2	PC		English		Release	hc_04b		10504628	MadDashRacingBigFile	3A30C26C1C363792A306E65713D7E84205ACCBC45BE683BAE49E6B5618C3452B
Blood Omen 2	PC		English		Release	uc06a		10516668	MadDashRacingBigFile	96E175E485A631D224C9C788093F386DB00A5DD46968C39B57D8CEF7F524384D
Blood Omen 2	PC		English		Release	iq_03		10543972	MadDashRacingBigFile	B5B087EC239657A0F8EED76518CE4DAFB7F632FE6885381FCD1D6C639E37D208
Blood Omen 2	PC		English		Release	dv06		10565212	MadDashRacingBigFile	6371EF9F2E1836584F096D8D26C8E6652C093A1B2A8F691FC8B5FFC244E15551
Blood Omen 2	PC		English		Release	dv04		10616428	MadDashRacingBigFile	EFE64FFA930FB3EFFF17203C95AC77CF79AE18A72838CEF11246DBD44725C9E0
Blood Omen 2	PC		English		Release	sk01		10633184	MadDashRacingBigFile	9658DF5B1AF955BDB14FFD8F2BF28A93980444EE028277F18C9EF11CB28B947E
Blood Omen 2	PC		English		Release	iq_04		10673104	MadDashRacingBigFile	52452DA79498FC1BE51D4379E55A7A65CC533FFBF747F6F8A5022B2488F021C3
Blood Omen 2	PC		English		Release	dv08		10730292	MadDashRacingBigFile	B0A6F561C194953D4AD70EA54FA6499C283697A949AE1BA17183522B77DFCEEF
Blood Omen 2	PC		English		Release	sk03a		10752332	MadDashRacingBigFile	F7E3D6E4BF2F14063A2DF56DF2DEC5FF7AE5D1CFAEB2B6473F3B5D808B3344A2
Blood Omen 2	PC		English		Release	cy04		10768736	MadDashRacingBigFile	ADF12053FC5C1F72FC6063D7775C7D07B5E31BDD9D88FDAE59ED539D01B61CE2
Blood Omen 2	PC		English		Release	sl07		10791360	MadDashRacingBigFile	69AD158DD396F671ACE9027E6EC303242B1E7154B3EEFC98634E9919A998E715
Blood Omen 2	PC		English		Release	sk03b		10793348	MadDashRacingBigFile	C611181829D7325B99D5D06283C2FE88D3C6D70CFA8C24B1664FA6E2AC40C8B4
Blood Omen 2	PC		English		Release	iq_12		10815156	MadDashRacingBigFile	2354174A72519727C984857E2FCEADC61B98EF82A3BD4F03124C142F35DEDE27
Blood Omen 2	PC		English		Release	ep08		10878352	MadDashRacingBigFile	BEA96902925AD76D002F107455D7F98822FCE887F069833AC651F0B96A461D8B
Blood Omen 2	PC		English		Release	sl05		10971212	MadDashRacingBigFile	2C4BA1035D3083D47D8E58BFA1F2FF3C44DEF84832C10A4D9C33E756713EEA22
Blood Omen 2	PC		English		Release	cvarena		10992312	MadDashRacingBigFile	0811682A22C55D5B9113F9AF6F2821E987EE60C6E2E0B34AFA8BA28D2CAB9E7C
Blood Omen 2	PC		English		Release	uc05		10996604	MadDashRacingBigFile	8C47A316954F808F855A68DED5871ECB659B6568A4FE52746074ABE9076E872B
Blood Omen 2	PC		English		Release	dv05		11034440	MadDashRacingBigFile	B64A830B7E4E5D5931AB6E0524329C5713A3DF52A74A1AD309908E45D9C1DDC9
Blood Omen 2	PC		English		Release	dv07		11074084	MadDashRacingBigFile	7B0EC107242CB46BF24AA37375CE402C01C0B899DA5D1C08CBBC3928A2A18B3A
Blood Omen 2	PC		English		Release	lc02b		11118108	MadDashRacingBigFile	82D5942CF371AA22CFB05FD429BBF2A1568CB05598D3D6C0602B943366CDD8C6
Blood Omen 2	PC		English		Release	mvarena		11179396	MadDashRacingBigFile	2BC4A0B1329BA62A4BBA6B89A4A31271712D4736873A241C273293B5F7182481
Blood Omen 2	PC		English		Release	cy05		11313156	MadDashRacingBigFile	CCC2AC36B5D2B33D88F1506AEB76E2205F35CD27EF9839A61C4F36684CD2222F
Blood Omen 2	PC		English		Release	iq_11		11444944	MadDashRacingBigFile	BEECC18885AAE1E0ED7BE9A2F33D481348F956A955DD36F8A2DBD9F2BD01878F
Blood Omen 2	PC		English		Release	hc_01		11456732	MadDashRacingBigFile	92B35E8023CE614C787732CEE0B1F357594364DEF8F3C82EBC8C78FD005CE730
Blood Omen 2	PC		English		Release	uc02a2		11469208	MadDashRacingBigFile	BE27A3A8BDE8419E0C49157904A5B891F25D5CA91E870A91B3FE6084EAF9AC75
Blood Omen 2	PC		English		Release	ep11		11535540	MadDashRacingBigFile	EE3950EA38DC72D6DD70FCB5608298960F0E6F6AC9B9E344FBBB1E2CA5803A72
Blood Omen 2	PC		English		Release	sl03		11679116	MadDashRacingBigFile	48FC3F1AA0A5A26051D3DC83B87353C4E713684F47E363096A5A1F6C20524124
Blood Omen 2	PC		English		Release	ep06		11724712	MadDashRacingBigFile	283BB60F046B2C91F971B05AAB65E126796A09A5B5D7B37B84398FDEAF9BAC00
Blood Omen 2	PC		English		Release	sd05		11731672	MadDashRacingBigFile	625CF9CEA26C7A73A59951B0BB32B22BF3E2565AE269FCDE4F12D0D7B11D35B9
Blood Omen 2	PC		English		Release	sd02		11826060	MadDashRacingBigFile	AEFC27860B6918B51DB7BFC19E744B274E2C21910A9931BF9C512C6EE2FBDC3E
Blood Omen 2	PC		English		Release	uc03a		11838968	MadDashRacingBigFile	B54B9547B5F06D62E3CBF9EE5728D266D8AF3F56408B6BDAFE94D956C9DDD47C
Blood Omen 2	PC		English		Release	uc04b		12044620	MadDashRacingBigFile	BD52A812F51F113C415E816F0B4234B2654A7184F78533A6F8130DE0A02826FB
Blood Omen 2	PC		English		Release	wh13		12081660	MadDashRacingBigFile	D331925F036DD02CA6DD827E84A12E5F11A10267B9E1448F1B4714F9FD39FAB7
Blood Omen 2	PC		English		Release	uc01a		12150444	MadDashRacingBigFile	7CD82BFA6D5DFCCB78AE5D71550C006B2E0D3843DE7B2A45C75610803790ED66
Blood Omen 2	PC		English		Release	uc03a2		12161024	MadDashRacingBigFile	171C04094957468F666A28258FCC449D88BD09F438146EFE9020783329E18B3F
Blood Omen 2	PC		English		Release	sd03		12312060	MadDashRacingBigFile	602ADDA6DC9C10269F351A376209D76BED54CB3DCF1F137E8F395E3F73F0E177
Blood Omen 2	PC		English		Release	ep10		12374692	MadDashRacingBigFile	B7F59927D9CFF10E8B647AF18E126D6B3BE7392111DFAD4547C0B1B0C541049C
Blood Omen 2	PC		English		Release	sd07		12432248	MadDashRacingBigFile	CA6F284978092A5AF59830937C7FBBC23393F02B0BD7BEE73C3E2BCDEBE17C65
Blood Omen 2	PC		English		Release	cydv		12461756	MadDashRacingBigFile	D01D0C4A7CF59EC49E3A1E2138CBC4831D064AC1B873E5E8AAC6AC965D3043EC
Blood Omen 2	PC		English		Release	ep07		12689920	MadDashRacingBigFile	34DF0651BE5C72ED0CC01D6942BD160C7E25890044621DF86C26C73D9FC67CB8
Blood Omen 2	PC		English		Release	dv09		12861512	MadDashRacingBigFile	A0286ED55BF82E0392ACA9FF4BAE8F338F075664C483E2F9949D3FA9626D8E12
Blood Omen 2	PC		English		Release	lc01		13038428	MadDashRacingBigFile	9A5981DB11872B5B1F66D3F447292BA247D9A2FC8BE84EDB1BC366FD959DFF05
